census_tract,census_county,hvi
6037535702,Los Angeles County,56.81
6037535802,Los Angeles County,49.85
6037535803,Los Angeles County,54.51
6037535804,Los Angeles County,51.91
6037535901,Los Angeles County,46.45
6037535902,Los Angeles County,42.11
6037536000,Los Angeles County,53.42
6037536102,Los Angeles County,43.85
6037536103,Los Angeles County,48.89
6037536104,Los Angeles County,49.59
6037536200,Los Angeles County,43.51
6037540000,Los Angeles County,50.02
6037540101,Los Angeles County,43.13
6037540102,Los Angeles County,45.13
6037540201,Los Angeles County,59.30
6037540202,Los Angeles County,56.29
6037540203,Los Angeles County,54.71
6037540300,Los Angeles County,50.73
6037540400,Los Angeles County,69.23
6037540501,Los Angeles County,49.16
6037540502,Los Angeles County,54.49
6037540600,Los Angeles County,52.41
6037540700,Los Angeles County,54.50
6037540800,Los Angeles County,45.94
6037540901,Los Angeles County,56.27
6037540902,Los Angeles County,48.75
6037541001,Los Angeles County,53.45
6037541002,Los Angeles County,42.90
6037541100,Los Angeles County,50.92
6037541200,Los Angeles County,52.15
6037541300,Los Angeles County,56.37
6037541400,Los Angeles County,69.04
6037541500,Los Angeles County,60.66
6037541603,Los Angeles County,61.76
6037541604,Los Angeles County,63.30
6037541605,Los Angeles County,57.17
6037541606,Los Angeles County,61.01
6037541700,Los Angeles County,46.91
6037541801,Los Angeles County,47.87
6037541802,Los Angeles County,46.02
6037542000,Los Angeles County,52.11
6037542103,Los Angeles County,59.51
6037542104,Los Angeles County,54.53
6037542105,Los Angeles County,59.42
6037542106,Los Angeles County,57.94
6037542200,Los Angeles County,54.67
6037542401,Los Angeles County,52.28
6037542402,Los Angeles County,49.76
6037542501,Los Angeles County,59.50
6037542502,Los Angeles County,66.79
6037542601,Los Angeles County,66.48
6037542602,Los Angeles County,61.73
6037542700,Los Angeles County,57.54
6037542800,Los Angeles County,50.75
6037542900,Los Angeles County,62.51
6037543000,Los Angeles County,49.33
6037543100,Los Angeles County,50.92
6037543201,Los Angeles County,54.73
6037543202,Los Angeles County,64.36
6037543304,Los Angeles County,42.29
6037543305,Los Angeles County,54.65
6037543306,Los Angeles County,42.94
6037543321,Los Angeles County,36.04
6037543322,Los Angeles County,40.31
6037543400,Los Angeles County,49.30
6037543501,Los Angeles County,47.51
6037543502,Los Angeles County,42.87
6037543503,Los Angeles County,40.25
6037543601,Los Angeles County,40.45
6037543602,Los Angeles County,37.53
6037543603,Los Angeles County,37.23
6037543604,Los Angeles County,40.30
6037543701,Los Angeles County,44.93
6037543702,Los Angeles County,43.66
6037543703,Los Angeles County,39.48
6037543801,Los Angeles County,45.59
6037543802,Los Angeles County,44.75
6037543903,Los Angeles County,42.47
6037543905,Los Angeles County,49.56
6037544001,Los Angeles County,48.20
6037544002,Los Angeles County,43.13
6037550000,Los Angeles County,53.30
6037550100,Los Angeles County,40.41
6037550201,Los Angeles County,43.23
6037550202,Los Angeles County,46.51
6037550300,Los Angeles County,42.46
6037550400,Los Angeles County,34.26
6037550500,Los Angeles County,34.27
6037550601,Los Angeles County,38.14
6037550602,Los Angeles County,33.86
6037550700,Los Angeles County,31.79
6037550800,Los Angeles County,36.87
6037550901,Los Angeles County,44.23
6037550902,Los Angeles County,38.41
6037551000,Los Angeles County,31.77
6037551101,Los Angeles County,50.69
6037551102,Los Angeles County,47.54
6037551201,Los Angeles County,40.88
6037551202,Los Angeles County,43.57
6037551300,Los Angeles County,44.27
6037551401,Los Angeles County,43.00
6037551402,Los Angeles County,34.84
6037551501,Los Angeles County,36.72
6037551502,Los Angeles County,38.00
6037551600,Los Angeles County,55.90
6037551700,Los Angeles County,42.72
6037551800,Los Angeles County,41.49
6037551900,Los Angeles County,46.21
6037552001,Los Angeles County,42.28
6037552002,Los Angeles County,48.57
6037552100,Los Angeles County,52.37
6037552200,Los Angeles County,53.91
6037552301,Los Angeles County,43.46
6037552302,Los Angeles County,45.23
6037552400,Los Angeles County,44.65
6037552601,Los Angeles County,51.85
6037552602,Los Angeles County,47.19
6037552700,Los Angeles County,45.10
6037552800,Los Angeles County,47.75
6037552900,Los Angeles County,46.85
6037553000,Los Angeles County,40.55
6037553100,Los Angeles County,43.19
6037553200,Los Angeles County,43.99
6037553300,Los Angeles County,46.95
6037553400,Los Angeles County,39.63
6037553502,Los Angeles County,48.84
6037553503,Los Angeles County,42.01
6037553504,Los Angeles County,50.75
6037553601,Los Angeles County,49.26
6037553602,Los Angeles County,46.94
6037553701,Los Angeles County,52.94
6037553702,Los Angeles County,56.40
6037553801,Los Angeles County,53.99
6037553802,Los Angeles County,55.32
6037553901,Los Angeles County,45.40
6037553902,Los Angeles County,48.63
6037554001,Los Angeles County,45.53
6037554002,Los Angeles County,51.64
6037554101,Los Angeles County,59.19
6037554103,Los Angeles County,45.92
6037554104,Los Angeles County,51.50
6037554105,Los Angeles County,57.37
6037554201,Los Angeles County,47.80
6037554203,Los Angeles County,50.80
6037554204,Los Angeles County,55.31
6037554301,Los Angeles County,49.09
6037554302,Los Angeles County,48.81
6037554403,Los Angeles County,53.25
6037554404,Los Angeles County,52.60
6037554405,Los Angeles County,52.69
6037554406,Los Angeles County,34.54
6037554511,Los Angeles County,34.57
6037554512,Los Angeles County,32.56
6037554513,Los Angeles County,30.10
6037554514,Los Angeles County,33.05
6037554515,Los Angeles County,31.99
6037554516,Los Angeles County,29.55
6037554517,Los Angeles County,33.92
6037554518,Los Angeles County,31.50
6037554519,Los Angeles County,31.20
6037554521,Los Angeles County,33.16
6037554522,Los Angeles County,31.83
6037554600,Los Angeles County,44.97
6037554700,Los Angeles County,44.24
6037554801,Los Angeles County,44.22
6037554802,Los Angeles County,38.72
6037554900,Los Angeles County,40.95
6037555001,Los Angeles County,48.78
6037555002,Los Angeles County,36.89
6037555102,Los Angeles County,49.79
6037555103,Los Angeles County,41.71
6037555104,Los Angeles County,40.01
6037555202,Los Angeles County,29.20
6037555211,Los Angeles County,55.92
6037555212,Los Angeles County,54.07
6037570001,Los Angeles County,33.28
6037570002,Los Angeles County,32.51
6037570003,Los Angeles County,35.88
6037570100,Los Angeles County,46.46
6037570202,Los Angeles County,46.12
6037570203,Los Angeles County,54.36
6037570204,Los Angeles County,53.62
6037570301,Los Angeles County,58.57
6037570303,Los Angeles County,56.53
6037570304,Los Angeles County,59.59
6037570402,Los Angeles County,46.10
6037570403,Los Angeles County,56.57
6037570404,Los Angeles County,50.69
6037570501,Los Angeles County,49.57
6037570502,Los Angeles County,52.73
6037570601,Los Angeles County,54.08
6037570602,Los Angeles County,53.87
6037570603,Los Angeles County,55.13
6037570701,Los Angeles County,36.44
6037570702,Los Angeles County,35.87
6037570800,Los Angeles County,32.89
6037570901,Los Angeles County,32.12
6037570902,Los Angeles County,33.81
6037571000,Los Angeles County,29.93
6037571101,Los Angeles County,32.92
6037571102,Los Angeles County,31.53
6037571200,Los Angeles County,27.55
6037571300,Los Angeles County,32.11
6037571400,Los Angeles County,36.94
6037571502,Los Angeles County,35.41
6037571503,Los Angeles County,34.47
6037571504,Los Angeles County,33.03
6037571600,Los Angeles County,62.66
6037571701,Los Angeles County,52.75
6037571703,Los Angeles County,59.48
6037571704,Los Angeles County,54.49
6037571800,Los Angeles County,25.09
6037571900,Los Angeles County,35.12
6037572001,Los Angeles County,30.74
6037572002,Los Angeles County,39.12
6037572100,Los Angeles County,42.11
6037572201,Los Angeles County,43.42
6037572202,Los Angeles County,45.82
6037572301,Los Angeles County,48.13
6037572302,Los Angeles County,44.89
6037572400,Los Angeles County,40.68
6037572500,Los Angeles County,57.06
6037572600,Los Angeles County,43.66
6037572700,Los Angeles County,46.77
6037572800,Los Angeles County,63.55
6037572900,Los Angeles County,54.94
6037573002,Los Angeles County,72.06
6037573003,Los Angeles County,56.66
6037573004,Los Angeles County,60.23
6037573100,Los Angeles County,55.08
6037573201,Los Angeles County,63.27
6037573202,Los Angeles County,58.17
6037573300,Los Angeles County,57.42
6037573401,Los Angeles County,39.26
6037573402,Los Angeles County,39.78
6037573403,Los Angeles County,30.35
6037573601,Los Angeles County,26.25
6037573700,Los Angeles County,28.37
6037573800,Los Angeles County,27.78
6037573902,Los Angeles County,25.03
6037574000,Los Angeles County,27.22
6037574100,Los Angeles County,27.62
6037574201,Los Angeles County,28.02
6037574202,Los Angeles County,31.81
6037574300,Los Angeles County,30.34
6037574400,Los Angeles County,29.15
6037574500,Los Angeles County,27.80
6037574601,Los Angeles County,19.01
6037574602,Los Angeles County,23.17
6037574700,Los Angeles County,23.13
6037574800,Los Angeles County,25.23
6037574901,Los Angeles County,27.43
6037574902,Los Angeles County,35.86
6037575001,Los Angeles County,31.27
6037575002,Los Angeles County,41.51
6037575101,Los Angeles County,60.29
6037575102,Los Angeles County,65.35
6037575103,Los Angeles County,55.31
6037575201,Los Angeles County,70.47
6037575202,Los Angeles County,73.01
6037575300,Los Angeles County,77.65
6037575401,Los Angeles County,76.02
6037575402,Los Angeles County,72.96
6037575500,Los Angeles County,78.85
6037575801,Los Angeles County,74.85
6037575802,Los Angeles County,76.12
6037575803,Los Angeles County,82.59
6037575901,Los Angeles County,63.72
6037575902,Los Angeles County,60.79
6037576001,Los Angeles County,48.91
6037576200,Los Angeles County,63.69
6037576301,Los Angeles County,69.69
6037576302,Los Angeles County,75.00
6037576401,Los Angeles County,74.90
6037576402,Los Angeles County,74.87
6037576403,Los Angeles County,66.50
6037576501,Los Angeles County,57.43
6037576502,Los Angeles County,54.37
6037576503,Los Angeles County,48.47
6037576601,Los Angeles County,47.36
6037576602,Los Angeles County,38.77
6037576700,Los Angeles County,29.98
6037576801,Los Angeles County,40.97
6037576802,Los Angeles County,34.74
6037576901,Los Angeles County,63.89
6037576903,Los Angeles County,59.46
6037576904,Los Angeles County,50.41
6037577000,Los Angeles County,44.27
6037577100,Los Angeles County,31.12
6037577200,Los Angeles County,31.60
6037577300,Los Angeles County,33.30
6037577400,Los Angeles County,29.69
6037577501,Los Angeles County,29.24
6037577504,Los Angeles County,32.59
6037577602,Los Angeles County,26.11
6037577603,Los Angeles County,26.47
6037577604,Los Angeles County,28.60
6037599000,Los Angeles County,50.91
6037599100,Los Angeles County,22.74
6037600100,Los Angeles County,67.67
6037600201,Los Angeles County,68.32
6037600202,Los Angeles County,58.20
6037600302,Los Angeles County,52.91
6037600303,Los Angeles County,69.97
6037600304,Los Angeles County,70.53
6037600400,Los Angeles County,57.91
6037600501,Los Angeles County,49.18
6037600502,Los Angeles County,51.78
6037600601,Los Angeles County,45.29
6037600602,Los Angeles County,67.05
6037600702,Los Angeles County,46.59
6037600703,Los Angeles County,49.66
6037600704,Los Angeles County,46.83
6037600801,Los Angeles County,49.07
6037600802,Los Angeles County,46.44
6037600902,Los Angeles County,58.45
6037600911,Los Angeles County,51.15
6037600912,Los Angeles County,56.13
6037601001,Los Angeles County,53.22
6037601002,Los Angeles County,55.62
6037601100,Los Angeles County,58.84
6037601202,Los Angeles County,57.98
6037601211,Los Angeles County,58.91
6037601212,Los Angeles County,60.27
6037601301,Los Angeles County,41.26
6037601302,Los Angeles County,54.45
6037601303,Los Angeles County,57.85
6037601401,Los Angeles County,54.78
6037601402,Los Angeles County,56.40
6037601501,Los Angeles County,59.45
6037601502,Los Angeles County,57.53
6037601600,Los Angeles County,58.28
6037601700,Los Angeles County,61.18
6037601801,Los Angeles County,58.29
6037601802,Los Angeles County,58.88
6037601900,Los Angeles County,63.14
6037602002,Los Angeles County,50.52
6037602003,Los Angeles County,63.41
6037602004,Los Angeles County,61.46
6037602103,Los Angeles County,56.09
6037602104,Los Angeles County,54.33
6037602105,Los Angeles County,57.41
6037602106,Los Angeles County,50.98
6037602200,Los Angeles County,42.54
6037602301,Los Angeles County,45.44
6037602302,Los Angeles County,39.52
6037602402,Los Angeles County,50.61
6037602403,Los Angeles County,53.99
6037602404,Los Angeles County,53.64
6037602504,Los Angeles County,53.38
6037602505,Los Angeles County,59.99
6037602506,Los Angeles County,52.09
6037602507,Los Angeles County,52.90
6037602508,Los Angeles County,55.92
6037602509,Los Angeles County,51.00
6037602600,Los Angeles County,46.42
6037602700,Los Angeles County,44.24
6037602801,Los Angeles County,66.88
6037602802,Los Angeles County,51.63
6037602900,Los Angeles County,51.52
6037603001,Los Angeles County,54.61
6037603004,Los Angeles County,53.49
6037603005,Los Angeles County,52.22
6037603006,Los Angeles County,48.23
6037603101,Los Angeles County,48.68
6037603102,Los Angeles County,50.29
6037603200,Los Angeles County,45.10
6037603301,Los Angeles County,46.65
6037603302,Los Angeles County,47.31
6037603400,Los Angeles County,44.95
6037603500,Los Angeles County,49.12
6037603600,Los Angeles County,45.36
6037603702,Los Angeles County,43.77
6037603703,Los Angeles County,43.07
6037603704,Los Angeles County,59.98
6037603801,Los Angeles County,51.07
6037603802,Los Angeles County,52.32
6037603900,Los Angeles County,49.35
6037604001,Los Angeles County,49.29
6037604002,Los Angeles County,46.39
6037604100,Los Angeles County,50.63
6037609900,Los Angeles County,42.75
6037620001,Los Angeles County,27.79
6037620002,Los Angeles County,30.99
6037620101,Los Angeles County,26.81
6037620102,Los Angeles County,29.35
6037620201,Los Angeles County,29.84
6037620301,Los Angeles County,22.03
6037620303,Los Angeles County,24.84
6037620305,Los Angeles County,27.09
6037620400,Los Angeles County,23.70
6037620501,Los Angeles County,28.40
6037620521,Los Angeles County,33.75
6037620522,Los Angeles County,29.70
6037620601,Los Angeles County,33.83
6037620602,Los Angeles County,29.18
6037620701,Los Angeles County,32.01
6037620702,Los Angeles County,28.18
6037620800,Los Angeles County,23.59
6037620901,Los Angeles County,23.72
6037620904,Los Angeles County,27.45
6037621001,Los Angeles County,26.35
6037621002,Los Angeles County,29.48
6037621004,Los Angeles County,28.20
6037621102,Los Angeles County,26.38
6037621104,Los Angeles County,27.84
6037621201,Los Angeles County,26.34
6037621204,Los Angeles County,33.06
6037621301,Los Angeles County,28.01
6037621324,Los Angeles County,29.87
6037621326,Los Angeles County,29.43
6037621400,Los Angeles County,26.67
6037650001,Los Angeles County,39.98
6037650003,Los Angeles County,41.79
6037650004,Los Angeles County,40.02
6037650101,Los Angeles County,33.48
6037650102,Los Angeles County,34.17
6037650200,Los Angeles County,35.16
6037650300,Los Angeles County,35.16
6037650401,Los Angeles County,29.50
6037650501,Los Angeles County,29.41
6037650502,Los Angeles County,27.16
6037650602,Los Angeles County,37.58
6037650603,Los Angeles County,31.68
6037650604,Los Angeles County,40.29
6037650605,Los Angeles County,34.88
6037650701,Los Angeles County,31.85
6037650702,Los Angeles County,26.36
6037650800,Los Angeles County,31.36
6037650901,Los Angeles County,41.88
6037650902,Los Angeles County,39.78
6037651001,Los Angeles County,36.95
6037651002,Los Angeles County,35.94
6037651101,Los Angeles County,30.53
6037651102,Los Angeles County,33.35
6037651201,Los Angeles County,24.16
6037651221,Los Angeles County,39.00
6037651222,Los Angeles County,28.36
6037651302,Los Angeles County,23.46
6037651304,Los Angeles County,24.28
6037651401,Los Angeles County,25.84
6037651402,Los Angeles County,27.94
6037670001,Los Angeles County,37.19
6037670002,Los Angeles County,42.26
6037670003,Los Angeles County,38.21
6037670100,Los Angeles County,38.29
6037670201,Los Angeles County,13.49
6037670202,Los Angeles County,15.90
6037670324,Los Angeles County,12.44
6037670326,Los Angeles County,13.60
6037670328,Los Angeles County,16.10
6037670403,Los Angeles County,15.74
6037670405,Los Angeles County,19.54
6037670406,Los Angeles County,15.26
6037670407,Los Angeles County,22.66
6037670411,Los Angeles County,15.92
6037670413,Los Angeles County,18.09
6037670416,Los Angeles County,18.37
6037670500,Los Angeles County,5.95
6037670602,Los Angeles County,12.53
6037670701,Los Angeles County,23.67
6037670702,Los Angeles County,13.33
6037700101,Los Angeles County,46.38
6037700102,Los Angeles County,47.76
6037700200,Los Angeles County,37.60
6037700300,Los Angeles County,31.15
6037700400,Los Angeles County,33.03
6037700501,Los Angeles County,31.30
6037700502,Los Angeles County,31.83
6037700600,Los Angeles County,19.75
6037700700,Los Angeles County,18.94
6037700801,Los Angeles County,35.94
6037700802,Los Angeles County,33.12
6037700901,Los Angeles County,31.60
6037700902,Los Angeles County,32.17
6037701000,Los Angeles County,25.89
6037701100,Los Angeles County,39.18
6037701201,Los Angeles County,18.28
6037701202,Los Angeles County,30.31
6037701302,Los Angeles County,31.89
6037701304,Los Angeles County,22.82
6037701402,Los Angeles County,37.48
6037701501,Los Angeles County,32.12
6037701502,Los Angeles County,42.36
6037701601,Los Angeles County,25.15
6037701602,Los Angeles County,40.88
6037701701,Los Angeles County,42.82
6037701702,Los Angeles County,47.24
6037701801,Los Angeles County,42.89
6037701802,Los Angeles County,43.45
6037701902,Los Angeles County,52.02
6037702002,Los Angeles County,35.59
6037702102,Los Angeles County,31.21
6037702201,Los Angeles County,32.32
6037702202,Los Angeles County,29.04
6037702300,Los Angeles County,31.02
6037702400,Los Angeles County,35.47
6037702501,Los Angeles County,27.06
6037702502,Los Angeles County,30.84
6037702600,Los Angeles County,32.22
6037702700,Los Angeles County,28.95
6037702801,Los Angeles County,35.83
6037702802,Los Angeles County,34.01
6037702803,Los Angeles County,38.19
6037702901,Los Angeles County,32.98
6037703001,Los Angeles County,29.79
6037703002,Los Angeles County,30.67
6037703100,Los Angeles County,39.58
6037703200,Los Angeles County,43.04
6037800101,Los Angeles County,11.29
6037800102,Los Angeles County,8.20
6037800202,Los Angeles County,14.21
6037800203,Los Angeles County,10.86
6037800204,Los Angeles County,16.77
6037800324,Los Angeles County,19.89
6037800325,Los Angeles County,20.46
6037800326,Los Angeles County,10.86
6037800327,Los Angeles County,20.21
6037800328,Los Angeles County,17.92
6037800329,Los Angeles County,16.53
6037800330,Los Angeles County,7.17
6037800331,Los Angeles County,15.18
6037800332,Los Angeles County,16.19
6037800406,Los Angeles County,11.54
6037800408,Los Angeles County,13.30
6037800410,Los Angeles County,10.58
6037800504,Los Angeles County,14.48
6037800506,Los Angeles County,16.46
6037900102,Los Angeles County,49.84
6037900103,Los Angeles County,44.39
6037900104,Los Angeles County,42.05
6037900201,Los Angeles County,46.87
6037900300,Los Angeles County,43.01
6037900501,Los Angeles County,54.22
6037900504,Los Angeles County,39.42
6037900505,Los Angeles County,57.13
6037900506,Los Angeles County,53.74
6037900507,Los Angeles County,48.33
6037900508,Los Angeles County,42.32
6037900602,Los Angeles County,59.87
6037900605,Los Angeles County,52.80
6037900606,Los Angeles County,60.12
6037900607,Los Angeles County,64.57
6037900608,Los Angeles County,53.04
6037900609,Los Angeles County,53.72
6037900701,Los Angeles County,63.58
6037900703,Los Angeles County,67.41
6037900704,Los Angeles County,52.44
6037900705,Los Angeles County,45.39
6037900803,Los Angeles County,59.38
6037900804,Los Angeles County,63.40
6037900805,Los Angeles County,53.02
6037900806,Los Angeles County,74.02
6037900900,Los Angeles County,25.79
6037901003,Los Angeles County,29.19
6037901004,Los Angeles County,24.05
6037901007,Los Angeles County,17.74
6037901008,Los Angeles County,33.67
6037901009,Los Angeles County,34.64
6037901010,Los Angeles County,34.53
6037901011,Los Angeles County,31.74
6037901101,Los Angeles County,27.97
6037901102,Los Angeles County,28.30
6037901205,Los Angeles County,29.25
6037901209,Los Angeles County,21.80
6037901210,Los Angeles County,16.10
6037901213,Los Angeles County,16.88
6037910001,Los Angeles County,33.42
6037910002,Los Angeles County,34.28
6037910101,Los Angeles County,45.94
6037910201,Los Angeles County,35.70
6037910202,Los Angeles County,12.41
6037910205,Los Angeles County,28.60
6037910206,Los Angeles County,26.33
6037910207,Los Angeles County,26.74
6037910208,Los Angeles County,30.16
6037910209,Los Angeles County,22.31
6037910210,Los Angeles County,25.06
6037910301,Los Angeles County,24.79
6037910302,Los Angeles County,21.92
6037910401,Los Angeles County,22.16
6037910402,Los Angeles County,59.50
6037910403,Los Angeles County,56.48
6037910404,Los Angeles County,42.12
6037910501,Los Angeles County,69.89
6037910502,Los Angeles County,57.91
6037910504,Los Angeles County,55.05
6037910505,Los Angeles County,50.98
6037910601,Los Angeles County,54.52
6037910602,Los Angeles County,55.10
6037910603,Los Angeles County,53.03
6037910605,Los Angeles County,47.89
6037910606,Los Angeles County,46.12
6037910705,Los Angeles County,33.50
6037910706,Los Angeles County,40.04
6037910707,Los Angeles County,39.75
6037910709,Los Angeles County,26.14
6037910711,Los Angeles County,40.34
6037910712,Los Angeles County,30.32
6037910713,Los Angeles County,38.75
6037910714,Los Angeles County,41.50
6037910715,Los Angeles County,45.02
6037910716,Los Angeles County,40.00
6037910804,Los Angeles County,15.33
6037910805,Los Angeles County,19.89
6037910807,Los Angeles County,17.22
6037910808,Los Angeles County,20.26
6037910809,Los Angeles County,14.51
6037910810,Los Angeles County,23.03
6037910811,Los Angeles County,12.80
6037910812,Los Angeles County,29.57
6037910813,Los Angeles County,12.74
6037911001,Los Angeles County,27.37
6037920011,Los Angeles County,17.06
6037920012,Los Angeles County,14.04
6037920013,Los Angeles County,16.82
6037920015,Los Angeles County,13.48
6037920016,Los Angeles County,14.33
6037920017,Los Angeles County,25.25
6037920018,Los Angeles County,23.86
6037920020,Los Angeles County,21.59
6037920023,Los Angeles County,41.25
6037920026,Los Angeles County,24.77
6037920028,Los Angeles County,16.98
6037920029,Los Angeles County,23.67
6037920030,Los Angeles County,24.67
6037920031,Los Angeles County,18.38
6037920032,Los Angeles County,15.89
6037920033,Los Angeles County,24.55
6037920034,Los Angeles County,23.31
6037920035,Los Angeles County,34.27
6037920036,Los Angeles County,37.56
6037920037,Los Angeles County,40.73
6037920038,Los Angeles County,32.35
6037920039,Los Angeles County,21.66
6037920040,Los Angeles County,18.67
6037920041,Los Angeles County,30.89
6037920042,Los Angeles County,25.36
6037920043,Los Angeles County,20.54
6037920044,Los Angeles County,24.83
6037920045,Los Angeles County,19.03
6037920102,Los Angeles County,27.53
6037920104,Los Angeles County,21.65
6037920106,Los Angeles County,24.45
6037920107,Los Angeles County,13.31
6037920108,Los Angeles County,15.69
6037920109,Los Angeles County,17.54
6037920110,Los Angeles County,21.23
6037920111,Los Angeles County,21.53
6037920112,Los Angeles County,23.88
6037920114,Los Angeles County,20.51
6037920115,Los Angeles County,21.31
6037920116,Los Angeles County,11.34
6037920118,Los Angeles County,15.35
6037920119,Los Angeles County,8.54
6037920200,Los Angeles County,26.32
6037920303,Los Angeles County,16.12
6037920312,Los Angeles County,25.01
6037920313,Los Angeles County,27.34
6037920314,Los Angeles County,9.84
6037920322,Los Angeles County,23.02
6037920326,Los Angeles County,20.61
6037920328,Los Angeles County,20.88
6037920329,Los Angeles County,21.54
6037920330,Los Angeles County,21.25
6037920331,Los Angeles County,25.93
6037920332,Los Angeles County,16.12
6037920334,Los Angeles County,26.52
6037920336,Los Angeles County,41.58
6037920337,Los Angeles County,41.66
6037920338,Los Angeles County,14.10
6037920339,Los Angeles County,11.58
6037930101,Los Angeles County,11.09
6037930200,Los Angeles County,19.35
6037930301,Los Angeles County,20.48
6037980001,Los Angeles County,
6037980002,Los Angeles County,
6037980003,Los Angeles County,
6037980004,Los Angeles County,25.04
6037980005,Los Angeles County,
6037980006,Los Angeles County,
6037980007,Los Angeles County,
6037980008,Los Angeles County,60.23
6037980009,Los Angeles County,7.96
6037980010,Los Angeles County,50.73
6037980013,Los Angeles County,
6037980014,Los Angeles County,40.48
6037980015,Los Angeles County,37.01
6037980018,Los Angeles County,
6037980019,Los Angeles County,8.86
6037980020,Los Angeles County,
6037980021,Los Angeles County,
6037980022,Los Angeles County,
6037980023,Los Angeles County,30.03
6037980024,Los Angeles County,17.33
6037980025,Los Angeles County,
6037980026,Los Angeles County,14.31
6037980028,Los Angeles County,
6037980030,Los Angeles County,
6037980031,Los Angeles County,38.32
6037980033,Los Angeles County,
6037990300,Los Angeles County,
